ref_date,geo,products_and_product_groups,value
2020-01-01,Quebec,All-items excluding food and energy,126.4
2020-01-01,Quebec,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",131.6
2020-01-01,Quebec,All-items excluding alcoholic beverages and recreational cannabis,133
2020-01-01,Quebec,All-items excluding tobacco products and smokers' supplies and recreational cannabis,131.4
2020-01-01,Quebec,All-items excluding shelter,131.1
2020-01-01,Quebec,All-items excluding energy,131.7
2020-01-01,Quebec,All-items excluding gasoline,131.9
2020-01-01,Quebec,Private transportation excluding gasoline,129.5
2020-01-01,Quebec,Food and energy,149.2
2020-01-01,Quebec,Fresh fruit and vegetables,145.3
2020-01-01,Quebec,Energy,136.6
2020-01-01,Quebec,Goods,122.4
2020-01-01,Quebec,Durable goods,92.6
2020-01-01,Quebec,Semi-durable goods,98
2020-01-01,Quebec,Non-durable goods,143.2
2020-01-01,Quebec,Services,144.4
2020-01-01,Ontario,All-items,138.4
2020-01-01,Ontario,Food,155.5
2020-01-01,Ontario,Food purchased from stores,154.1
2020-01-01,Ontario,Meat,171.9
2020-01-01,Ontario,Fresh or frozen meat (excluding poultry),175.6
2020-01-01,Ontario,Fresh or frozen beef,192.6
2020-01-01,Ontario,Fresh or frozen pork,136.7
2020-01-01,Ontario,Fresh or frozen poultry,170
2020-01-01,Ontario,Fresh or frozen chicken,173.3
2020-01-01,Ontario,Processed meat,168
2020-01-01,Ontario,"Fish, seafood and other marine products",148.2
2020-01-01,Ontario,Fish,158.2
2020-01-01,Ontario,Dairy products and eggs,144.8
2020-01-01,Ontario,Dairy products,141.8
2020-01-01,Ontario,Fresh milk,137
2020-01-01,Ontario,Butter,151.2
2020-01-01,Ontario,Cheese,144.7
2020-01-01,Ontario,Eggs,175.4
2020-01-01,Ontario,Bakery and cereal products (excluding baby food),164
2020-01-01,Ontario,Bakery products,172.7
2020-01-01,Ontario,Cereal products (excluding baby food),148.2
2020-01-01,Ontario,"Fruit, fruit preparations and nuts",138.4
2020-01-01,Ontario,Fresh fruit,132.1
2020-01-01,Ontario,Preserved fruit and fruit preparations,146.7
2020-01-01,Ontario,Vegetables and vegetable preparations,163.9
2020-01-01,Ontario,Fresh vegetables,165.3
2020-01-01,Ontario,Preserved vegetables and vegetable preparations,160.7
2020-01-01,Ontario,Other food products and non-alcoholic beverages,140.2
2020-01-01,Ontario,Sugar and confectionery,140.7
2020-01-01,Ontario,Edible fats and oils,164.9
2020-01-01,Ontario,Coffee and tea,136.6
2020-01-01,Ontario,Non-alcoholic beverages,126.3
2020-01-01,Ontario,Food purchased from restaurants,159.3
2020-01-01,Ontario,Shelter,150.1
2020-01-01,Ontario,Rented accommodation,126.6
2020-01-01,Ontario,Rent,126.7
2020-01-01,Ontario,Owned accommodation,157.3
2020-01-01,Ontario,Homeowners' replacement cost,190.5
2020-01-01,Ontario,Property taxes and other special charges,167.5
2020-01-01,Ontario,Homeowners' home and mortgage insurance,284.3
2020-01-01,Ontario,Homeowners' maintenance and repairs,143.2
2020-01-01,Ontario,"Water, fuel and electricity",163.4
2020-01-01,Ontario,Electricity,146.8
2020-01-01,Ontario,Water,304.7
2020-01-01,Ontario,Natural gas,107.2
2020-01-01,Ontario,Fuel oil and other fuels,225.8
2020-01-01,Ontario,"Household operations, furnishings and equipment",125.4
2020-01-01,Ontario,Household operations,142
2020-01-01,Ontario,Communications,119.3
2020-01-01,Ontario,Telephone services,117.5
2020-01-01,Ontario,Child care and housekeeping services,180.5
2020-01-01,Ontario,Household cleaning products,128.4
2020-01-01,Ontario,"Paper, plastic and aluminum foil supplies",133.9
2020-01-01,Ontario,Other household goods and services,160.3
2020-01-01,Ontario,Household furnishings and equipment,96.1
2020-01-01,Ontario,Furniture and household textiles,89.6
2020-01-01,Ontario,Furniture,85.4
2020-01-01,Ontario,Household textiles,109.1
2020-01-01,Ontario,Household equipment,86.5
2020-01-01,Ontario,Household appliances,85.2
2020-01-01,Ontario,"Non-electric kitchen utensils, tableware and cookware",77.8
2020-01-01,Ontario,Clothing and footwear,90.3
2020-01-01,Ontario,Clothing,80
2020-01-01,Ontario,Women's clothing,76.1
2020-01-01,Ontario,Men's clothing,88.3
2020-01-01,Ontario,Children's clothing,72.2
2020-01-01,Ontario,Footwear,84.6
2020-01-01,Ontario,"Clothing accessories, watches and jewellery",137.1
2020-01-01,Ontario,"Clothing material, notions and services",153.4
2020-01-01,Ontario,Transportation,141.9
2020-01-01,Ontario,Private transportation,138.4
2020-01-01,Ontario,"Purchase, leasing and rental of passenger vehicles",107.3
2020-01-01,Ontario,Purchase and leasing of passenger vehicles,107
2020-01-01,Ontario,Purchase of passenger vehicles,108
2020-01-01,Ontario,Operation of passenger vehicles,167
2020-01-01,Ontario,Gasoline,146.4
2020-01-01,Ontario,"Passenger vehicle parts, maintenance and repairs",147.3
2020-01-01,Ontario,Other passenger vehicle operating expenses,196.7
2020-01-01,Ontario,Passenger vehicle insurance premiums,198.1
2020-01-01,Ontario,Passenger vehicle registration fees,159.4
2020-01-01,Ontario,Public transportation,171.4
2020-01-01,Ontario,Local and commuter transportation,168.2
2020-01-01,Ontario,City bus and subway transportation,175.5
2020-01-01,Ontario,Taxi and other local and commuter transportation services,147.7
2020-01-01,Ontario,Inter-city transportation,168.9
2020-01-01,Ontario,Health and personal care,129.6
2020-01-01,Ontario,Health care,132.7
2020-01-01,Ontario,Health care goods,108.5
2020-01-01,Ontario,Medicinal and pharmaceutical products,102.7
2020-01-01,Ontario,Prescribed medicines (excluding medicinal cannabis),84.1
2020-01-01,Ontario,Non-prescribed medicines,127
2020-01-01,Ontario,Health care services,168.4
2020-01-01,Ontario,Personal care,126.6
2020-01-01,Ontario,Personal care supplies and equipment,104.2
2020-01-01,Ontario,Personal care services,161.4
2020-01-01,Ontario,"Recreation, education and reading",117.6
2020-01-01,Ontario,Recreation,101.3
2020-01-01,Ontario,Recreational equipment and services (excluding recreational vehicles),49.6
2020-01-01,Ontario,Purchase and operation of recreational vehicles,136.4
2020-01-01,Ontario,"Home entertainment equipment, parts and services",46.1
2020-01-01,Ontario,Travel services,95.9
2020-01-01,Ontario,Traveller accommodation,64.1
2020-01-01,Ontario,Other cultural and recreational services,184.2
2020-01-01,Ontario,Video and audio subscription services,232.5
2020-01-01,Ontario,Education and reading,162.9
2020-01-01,Ontario,Education,166
2020-01-01,Ontario,Tuition fees,176.7
2020-01-01,Ontario,Reading material (excluding textbooks),162.9
2020-01-01,Ontario,"Alcoholic beverages, tobacco products and recreational cannabis",176.5
2020-01-01,Ontario,Alcoholic beverages,131.3
2020-01-01,Ontario,Alcoholic beverages served in licensed establishments,145.9
2020-01-01,Ontario,Alcoholic beverages purchased from stores,125.9
2020-01-01,Ontario,Beer purchased from stores,132.3
2020-01-01,Ontario,Wine purchased from stores,113.2
2020-01-01,Ontario,Liquor purchased from stores,128.4
2020-01-01,Ontario,Tobacco products and smokers' supplies,273.1
2020-01-01,Ontario,Cigarettes,272.5
2020-01-01,Ontario,All-items excluding food,135.4
2020-01-01,Ontario,All-items excluding food and energy,134.3
2020-01-01,Ontario,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",137.3
2020-01-01,Ontario,All-items excluding alcoholic beverages and recreational cannabis,138.6
2020-01-01,Ontario,All-items excluding tobacco products and smokers' supplies and recreational cannabis,137.2
2020-01-01,Ontario,All-items excluding shelter,133.7
2020-01-01,Ontario,All-items excluding energy,137.8
2020-01-01,Ontario,All-items excluding gasoline,137.8
2020-01-01,Ontario,Private transportation excluding gasoline,134.8
2020-01-01,Ontario,Food and energy,152.1
2020-01-01,Ontario,Fresh fruit and vegetables,150.8
2020-01-01,Ontario,Energy,146.3
2020-01-01,Ontario,Goods,120.3
2020-01-01,Ontario,Durable goods,90.2
2020-01-01,Ontario,Semi-durable goods,92.1
2020-01-01,Ontario,Non-durable goods,147.9
2020-01-01,Ontario,Services,154.6
2020-01-01,Manitoba,All-items,137.5
2020-01-01,Manitoba,Food,150.9
2020-01-01,Manitoba,Food purchased from stores,147.3
2020-01-01,Manitoba,Meat,167.5
2020-01-01,Manitoba,Fresh or frozen meat (excluding poultry),184.5
2020-01-01,Manitoba,Fresh or frozen beef,200.1
2020-01-01,Manitoba,Fresh or frozen pork,154.6
2020-01-01,Manitoba,Fresh or frozen poultry,159.2
2020-01-01,Manitoba,Fresh or frozen chicken,171.1
2020-01-01,Manitoba,Processed meat,154.9
2020-01-01,Manitoba,"Fish, seafood and other marine products",140.5
2020-01-01,Manitoba,Fish,149.7
2020-01-01,Manitoba,Dairy products and eggs,140.7
2020-01-01,Manitoba,Dairy products,137.2
2020-01-01,Manitoba,Fresh milk,155.5
2020-01-01,Manitoba,Butter,154.5
2020-01-01,Manitoba,Cheese,129.1
2020-01-01,Manitoba,Eggs,184.5
2020-01-01,Manitoba,Bakery and cereal products (excluding baby food),148.6
2020-01-01,Manitoba,Bakery products,156.3
2020-01-01,Manitoba,Cereal products (excluding baby food),133.4
2020-01-01,Manitoba,"Fruit, fruit preparations and nuts",141.1
2020-01-01,Manitoba,Fresh fruit,142.4
2020-01-01,Manitoba,Preserved fruit and fruit preparations,128.6
2020-01-01,Manitoba,Vegetables and vegetable preparations,159.2
2020-01-01,Manitoba,Fresh vegetables,165.4
2020-01-01,Manitoba,Preserved vegetables and vegetable preparations,137.9
2020-01-01,Manitoba,Other food products and non-alcoholic beverages,132.7
2020-01-01,Manitoba,Sugar and confectionery,162.2
2020-01-01,Manitoba,Edible fats and oils,135
2020-01-01,Manitoba,Coffee and tea,124.7
2020-01-01,Manitoba,Non-alcoholic beverages,125.7
2020-01-01,Manitoba,Food purchased from restaurants,158.5
2020-01-01,Manitoba,Shelter,156.1
2020-01-01,Manitoba,Rented accommodation,136.4
2020-01-01,Manitoba,Rent,135.9
2020-01-01,Manitoba,Owned accommodation,165.5
2020-01-01,Manitoba,Homeowners' replacement cost,203.3
2020-01-01,Manitoba,Property taxes and other special charges,148.6
2020-01-01,Manitoba,Homeowners' home and mortgage insurance,207.3
2020-01-01,Manitoba,Homeowners' maintenance and repairs,148.3
2020-01-01,Manitoba,"Water, fuel and electricity",147
2020-01-01,Manitoba,Electricity,159.4
2020-01-01,Manitoba,Water,227.1
2020-01-01,Manitoba,Natural gas,77.4
2020-01-01,Manitoba,Fuel oil and other fuels,182
2020-01-01,Manitoba,"Household operations, furnishings and equipment",124.6
2020-01-01,Manitoba,Household operations,136.7
2020-01-01,Manitoba,Communications,132.3
2020-01-01,Manitoba,Telephone services,115.6
2020-01-01,Manitoba,Child care and housekeeping services,138.6
2020-01-01,Manitoba,Household cleaning products,119.5
2020-01-01,Manitoba,"Paper, plastic and aluminum foil supplies",147.6
2020-01-01,Manitoba,Other household goods and services,143.3
2020-01-01,Manitoba,Household furnishings and equipment,102.6
2020-01-01,Manitoba,Furniture and household textiles,104.8
2020-01-01,Manitoba,Furniture,100
2020-01-01,Manitoba,Household textiles,122.1
2020-01-01,Manitoba,Household equipment,94
2020-01-01,Manitoba,Household appliances,81.6
2020-01-01,Manitoba,"Non-electric kitchen utensils, tableware and cookware",98
2020-01-01,Manitoba,Clothing and footwear,93.5
2020-01-01,Manitoba,Clothing,80.7
2020-01-01,Manitoba,Women's clothing,81.2
2020-01-01,Manitoba,Men's clothing,84.4
2020-01-01,Manitoba,Children's clothing,70.3
2020-01-01,Manitoba,Footwear,94.4
2020-01-01,Manitoba,"Clothing accessories, watches and jewellery",146.9
2020-01-01,Manitoba,"Clothing material, notions and services",164.9
2020-01-01,Manitoba,Transportation,136
2020-01-01,Manitoba,Private transportation,133.4
2020-01-01,Manitoba,"Purchase, leasing and rental of passenger vehicles",112
2020-01-01,Manitoba,Purchase and leasing of passenger vehicles,111.9
2020-01-01,Manitoba,Purchase of passenger vehicles,112.8
2020-01-01,Manitoba,Operation of passenger vehicles,152.2
2020-01-01,Manitoba,Gasoline,144.4
2020-01-01,Manitoba,"Passenger vehicle parts, maintenance and repairs",150.1
2020-01-01,Manitoba,Other passenger vehicle operating expenses,157.2
2020-01-01,Manitoba,Passenger vehicle insurance premiums,134.7
2020-01-01,Manitoba,Passenger vehicle registration fees,251.5
2020-01-01,Manitoba,Public transportation,165.2
2020-01-01,Manitoba,Local and commuter transportation,149
2020-01-01,Manitoba,City bus and subway transportation,163.2
2020-01-01,Manitoba,Taxi and other local and commuter transportation services,124.1
2020-01-01,Manitoba,Inter-city transportation,172.1
2020-01-01,Manitoba,Health and personal care,123.2
2020-01-01,Manitoba,Health care,125.2
2020-01-01,Manitoba,Health care goods,103.1
2020-01-01,Manitoba,Medicinal and pharmaceutical products,92.5
2020-01-01,Manitoba,Prescribed medicines (excluding medicinal cannabis),78.4
2020-01-01,Manitoba,Non-prescribed medicines,129.4
2020-01-01,Manitoba,Health care services,178.6
2020-01-01,Manitoba,Personal care,121.7
2020-01-01,Manitoba,Personal care supplies and equipment,106.4
2020-01-01,Manitoba,Personal care services,148.7
2020-01-01,Manitoba,"Recreation, education and reading",117
2020-01-01,Manitoba,Recreation,106.7
2020-01-01,Manitoba,Recreational equipment and services (excluding recreational vehicles),60.3
2020-01-01,Manitoba,Purchase and operation of recreational vehicles,131.7
2020-01-01,Manitoba,"Home entertainment equipment, parts and services",46.3
2020-01-01,Manitoba,Travel services,87.2
2020-01-01,Manitoba,Traveller accommodation,84.3
2020-01-01,Manitoba,Other cultural and recreational services,205.9
2020-01-01,Manitoba,Video and audio subscription services,247.9
2020-01-01,Manitoba,Education and reading,157.1
2020-01-01,Manitoba,Education,156
2020-01-01,Manitoba,Tuition fees,151
2020-01-01,Manitoba,Reading material (excluding textbooks),167.4
2020-01-01,Manitoba,"Alcoholic beverages, tobacco products and recreational cannabis",189.5
2020-01-01,Manitoba,Alcoholic beverages,151.4
2020-01-01,Manitoba,Alcoholic beverages served in licensed establishments,153.8
2020-01-01,Manitoba,Alcoholic beverages purchased from stores,150.7
2020-01-01,Manitoba,Beer purchased from stores,188.5
2020-01-01,Manitoba,Wine purchased from stores,122.5
2020-01-01,Manitoba,Liquor purchased from stores,123.3
2020-01-01,Manitoba,Tobacco products and smokers' supplies,237.6
2020-01-01,Manitoba,Cigarettes,237.6
2020-01-01,Manitoba,All-items excluding food,134.9
2020-01-01,Manitoba,All-items excluding food and energy,134
2020-01-01,Manitoba,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",135.9
2020-01-01,Manitoba,All-items excluding alcoholic beverages and recreational cannabis,137.4
2020-01-01,Manitoba,All-items excluding tobacco products and smokers' supplies and recreational cannabis,136.1
2020-01-01,Manitoba,All-items excluding shelter,132.1
2020-01-01,Manitoba,All-items excluding energy,137.2
2020-01-01,Manitoba,All-items excluding gasoline,137.1
2020-01-01,Manitoba,Private transportation excluding gasoline,128.1
2020-01-01,Manitoba,Food and energy,146.4
2020-01-01,Manitoba,Fresh fruit and vegetables,152.3
2020-01-01,Manitoba,Energy,139.1
2020-01-01,Manitoba,Goods,122.3
2020-01-01,Manitoba,Durable goods,98.9
2020-01-01,Manitoba,Semi-durable goods,97.8
2020-01-01,Manitoba,Non-durable goods,142.7
2020-01-01,Manitoba,Services,154.5
2020-01-01,Saskatchewan,All-items,140.7
2020-01-01,Saskatchewan,Food,155.3
2020-01-01,Saskatchewan,Food purchased from stores,149.7
2020-01-01,Saskatchewan,Meat,168.8
2020-01-01,Saskatchewan,Fresh or frozen meat (excluding poultry),186
2020-01-01,Saskatchewan,Fresh or frozen beef,202.4
2020-01-01,Saskatchewan,Fresh or frozen pork,151.4
2020-01-01,Saskatchewan,Fresh or frozen poultry,154.5
2020-01-01,Saskatchewan,Fresh or frozen chicken,163.3
2020-01-01,Saskatchewan,Processed meat,155
2020-01-01,Saskatchewan,"Fish, seafood and other marine products",136.4
2020-01-01,Saskatchewan,Fish,146.1
2020-01-01,Saskatchewan,Dairy products and eggs,147.6
2020-01-01,Saskatchewan,Dairy products,144.7
2020-01-01,Saskatchewan,Fresh milk,189.1
2020-01-01,Saskatchewan,Butter,157.8
2020-01-01,Saskatchewan,Cheese,109.2
2020-01-01,Saskatchewan,Eggs,182.6
2020-01-01,Saskatchewan,Bakery and cereal products (excluding baby food),147
2020-01-01,Saskatchewan,Bakery products,159.9
2020-01-01,Saskatchewan,Cereal products (excluding baby food),127.3
2020-01-01,Saskatchewan,"Fruit, fruit preparations and nuts",143.4
2020-01-01,Saskatchewan,Fresh fruit,152.7
2020-01-01,Saskatchewan,Preserved fruit and fruit preparations,116.4
2020-01-01,Saskatchewan,Vegetables and vegetable preparations,160.1
2020-01-01,Saskatchewan,Fresh vegetables,175.4
2020-01-01,Saskatchewan,Preserved vegetables and vegetable preparations,130.4
2020-01-01,Saskatchewan,Other food products and non-alcoholic beverages,137.1
2020-01-01,Saskatchewan,Sugar and confectionery,150.1
2020-01-01,Saskatchewan,Edible fats and oils,136.7
2020-01-01,Saskatchewan,Coffee and tea,124.9
2020-01-01,Saskatchewan,Non-alcoholic beverages,141.5
2020-01-01,Saskatchewan,Food purchased from restaurants,169.7
2020-01-01,Saskatchewan,Shelter,171.9
2020-01-01,Saskatchewan,Rented accommodation,142.4
2020-01-01,Saskatchewan,Rent,142.3
2020-01-01,Saskatchewan,Owned accommodation,181.9
2020-01-01,Saskatchewan,Homeowners' replacement cost,206.2
2020-01-01,Saskatchewan,Property taxes and other special charges,157.7
2020-01-01,Saskatchewan,Homeowners' home and mortgage insurance,343.4
2020-01-01,Saskatchewan,Homeowners' maintenance and repairs,155.3
2020-01-01,Saskatchewan,"Water, fuel and electricity",175.9
2020-01-01,Saskatchewan,Electricity,180.1
2020-01-01,Saskatchewan,Water,338.9
2020-01-01,Saskatchewan,Natural gas,106.2
2020-01-01,Saskatchewan,Fuel oil and other fuels,183
2020-01-01,Saskatchewan,"Household operations, furnishings and equipment",116.1
2020-01-01,Saskatchewan,Household operations,126.9
2020-01-01,Saskatchewan,Communications,103.5
2020-01-01,Saskatchewan,Telephone services,94.3
2020-01-01,Saskatchewan,Child care and housekeeping services,167.4
2020-01-01,Saskatchewan,Household cleaning products,124.4
2020-01-01,Saskatchewan,"Paper, plastic and aluminum foil supplies",130.1
2020-01-01,Saskatchewan,Other household goods and services,147
2020-01-01,Saskatchewan,Household furnishings and equipment,97.1
2020-01-01,Saskatchewan,Furniture and household textiles,94.7
2020-01-01,Saskatchewan,Furniture,87
2020-01-01,Saskatchewan,Household textiles,132.4
2020-01-01,Saskatchewan,Household equipment,91.5
2020-01-01,Saskatchewan,Household appliances,94.9
2020-01-01,Saskatchewan,"Non-electric kitchen utensils, tableware and cookware",96.6
2020-01-01,Saskatchewan,Clothing and footwear,102.4
2020-01-01,Saskatchewan,Clothing,90.4
2020-01-01,Saskatchewan,Women's clothing,88.8
2020-01-01,Saskatchewan,Men's clothing,93.6
2020-01-01,Saskatchewan,Children's clothing,86.2
2020-01-01,Saskatchewan,Footwear,103.6
2020-01-01,Saskatchewan,"Clothing accessories, watches and jewellery",145.4
2020-01-01,Saskatchewan,"Clothing material, notions and services",167
2020-01-01,Saskatchewan,Transportation,133.6
2020-01-01,Saskatchewan,Private transportation,130.8
2020-01-01,Saskatchewan,"Purchase, leasing and rental of passenger vehicles",110.9
2020-01-01,Saskatchewan,Purchase and leasing of passenger vehicles,110.9
2020-01-01,Saskatchewan,Purchase of passenger vehicles,111.5
2020-01-01,Saskatchewan,Operation of passenger vehicles,145.8
2020-01-01,Saskatchewan,Gasoline,135.7
2020-01-01,Saskatchewan,"Passenger vehicle parts, maintenance and repairs",147.4
2020-01-01,Saskatchewan,Other passenger vehicle operating expenses,153.8
2020-01-01,Saskatchewan,Passenger vehicle insurance premiums,156
2020-01-01,Saskatchewan,Passenger vehicle registration fees,130.1
2020-01-01,Saskatchewan,Public transportation,171.5
2020-01-01,Saskatchewan,Local and commuter transportation,171.8
2020-01-01,Saskatchewan,City bus and subway transportation,193.5
2020-01-01,Saskatchewan,Taxi and other local and commuter transportation services,156.5
2020-01-01,Saskatchewan,Inter-city transportation,169.8
2020-01-01,Saskatchewan,Health and personal care,128.4
2020-01-01,Saskatchewan,Health care,128.1
2020-01-01,Saskatchewan,Health care goods,104
2020-01-01,Saskatchewan,Medicinal and pharmaceutical products,100.1
2020-01-01,Saskatchewan,Prescribed medicines (excluding medicinal cannabis),83.4
2020-01-01,Saskatchewan,Non-prescribed medicines,139.5
2020-01-01,Saskatchewan,Health care services,197.6
2020-01-01,Saskatchewan,Personal care,128.6
2020-01-01,Saskatchewan,Personal care supplies and equipment,110.6
2020-01-01,Saskatchewan,Personal care services,162.8
2020-01-01,Saskatchewan,"Recreation, education and reading",117.2
2020-01-01,Saskatchewan,Recreation,104.3
2020-01-01,Saskatchewan,Recreational equipment and services (excluding recreational vehicles),53.5
2020-01-01,Saskatchewan,Purchase and operation of recreational vehicles,132.1
2020-01-01,Saskatchewan,"Home entertainment equipment, parts and services",51.5
2020-01-01,Saskatchewan,Travel services,96.4
2020-01-01,Saskatchewan,Traveller accommodation,79.2
2020-01-01,Saskatchewan,Other cultural and recreational services,190.1
2020-01-01,Saskatchewan,Video and audio subscription services,196.7
2020-01-01,Saskatchewan,Education and reading,175
2020-01-01,Saskatchewan,Education,176
2020-01-01,Saskatchewan,Tuition fees,183
2020-01-01,Saskatchewan,Reading material (excluding textbooks),183.7
2020-01-01,Saskatchewan,"Alcoholic beverages, tobacco products and recreational cannabis",183
2020-01-01,Saskatchewan,Alcoholic beverages,157.1
2020-01-01,Saskatchewan,Alcoholic beverages served in licensed establishments,164.6
2020-01-01,Saskatchewan,Alcoholic beverages purchased from stores,153.5
2020-01-01,Saskatchewan,Beer purchased from stores,172.9
2020-01-01,Saskatchewan,Wine purchased from stores,136.9
2020-01-01,Saskatchewan,Liquor purchased from stores,129.3
2020-01-01,Saskatchewan,Tobacco products and smokers' supplies,218.1
2020-01-01,Saskatchewan,Cigarettes,218.1
2020-01-01,Saskatchewan,All-items excluding food,138.1
2020-01-01,Saskatchewan,All-items excluding food and energy,137.2
2020-01-01,Saskatchewan,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",139.4
2020-01-01,Saskatchewan,All-items excluding alcoholic beverages and recreational cannabis,140.7
2020-01-01,Saskatchewan,All-items excluding tobacco products and smokers' supplies and recreational cannabis,139.6
2020-01-01,Saskatchewan,All-items excluding shelter,131.1
2020-01-01,Saskatchewan,All-items excluding energy,140.4
2020-01-01,Saskatchewan,All-items excluding gasoline,140.8
2020-01-01,Saskatchewan,Private transportation excluding gasoline,125
2020-01-01,Saskatchewan,Food and energy,149.7
2020-01-01,Saskatchewan,Fresh fruit and vegetables,162.5
2020-01-01,Saskatchewan,Energy,141.6
2020-01-01,Saskatchewan,Goods,123.5
2020-01-01,Saskatchewan,Durable goods,97.9
2020-01-01,Saskatchewan,Semi-durable goods,103
2020-01-01,Saskatchewan,Non-durable goods,142.8
2020-01-01,Saskatchewan,Services,162.3
2020-01-01,Alberta,All-items,144.7
2020-01-01,Alberta,Food,153.2
2020-01-01,Alberta,Food purchased from stores,149.1
2020-01-01,Alberta,Meat,164.5
2020-01-01,Alberta,Fresh or frozen meat (excluding poultry),176.6
2020-01-01,Alberta,Fresh or frozen beef,200.7
2020-01-01,Alberta,Fresh or frozen pork,126.1
2020-01-01,Alberta,Fresh or frozen poultry,148.2
2020-01-01,Alberta,Fresh or frozen chicken,156.8
2020-01-01,Alberta,Processed meat,157.8
2020-01-01,Alberta,"Fish, seafood and other marine products",142.9
2020-01-01,Alberta,Fish,162.2
2020-01-01,Alberta,Dairy products and eggs,145.6
2020-01-01,Alberta,Dairy products,143.1
2020-01-01,Alberta,Fresh milk,174.4
2020-01-01,Alberta,Butter,160.6
2020-01-01,Alberta,Cheese,122.1
2020-01-01,Alberta,Eggs,174
2020-01-01,Alberta,Bakery and cereal products (excluding baby food),152.5
2020-01-01,Alberta,Bakery products,168.5
2020-01-01,Alberta,Cereal products (excluding baby food),129.5
2020-01-01,Alberta,"Fruit, fruit preparations and nuts",139.4
2020-01-01,Alberta,Fresh fruit,144
2020-01-01,Alberta,Preserved fruit and fruit preparations,119.9
2020-01-01,Alberta,Vegetables and vegetable preparations,151.9
2020-01-01,Alberta,Fresh vegetables,157.5
2020-01-01,Alberta,Preserved vegetables and vegetable preparations,134.4
2020-01-01,Alberta,Other food products and non-alcoholic beverages,136.1
2020-01-01,Alberta,Sugar and confectionery,166.5
2020-01-01,Alberta,Edible fats and oils,135.1
2020-01-01,Alberta,Coffee and tea,127.4
2020-01-01,Alberta,Non-alcoholic beverages,142.5
2020-01-01,Alberta,Food purchased from restaurants,161
2020-01-01,Alberta,Shelter,174.6
2020-01-01,Alberta,Rented accommodation,134.1
2020-01-01,Alberta,Rent,134.2
2020-01-01,Alberta,Owned accommodation,186.2
2020-01-01,Alberta,Homeowners' replacement cost,178.9
2020-01-01,Alberta,Property taxes and other special charges,221.5
2020-01-01,Alberta,Homeowners' home and mortgage insurance,409.7
2020-01-01,Alberta,Homeowners' maintenance and repairs,134.5
2020-01-01,Alberta,"Water, fuel and electricity",181.8
2020-01-01,Alberta,Electricity,146.8
2020-01-01,Alberta,Water,193.9
2020-01-01,Alberta,Natural gas,196.7
2020-01-01,Alberta,"Household operations, furnishings and equipment",122.5
2020-01-01,Alberta,Household operations,135.7
2020-01-01,Alberta,Communications,110
2020-01-01,Alberta,Telephone services,87.8
2020-01-01,Alberta,Child care and housekeeping services,209.1
2020-01-01,Alberta,Household cleaning products,118.3
2020-01-01,Alberta,"Paper, plastic and aluminum foil supplies",139.3
2020-01-01,Alberta,Other household goods and services,148.7
2020-01-01,Alberta,Household furnishings and equipment,102.7
2020-01-01,Alberta,Furniture and household textiles,98.5
2020-01-01,Alberta,Furniture,92.8
2020-01-01,Alberta,Household textiles,128.7
2020-01-01,Alberta,Household equipment,96.7
2020-01-01,Alberta,Household appliances,89
2020-01-01,Alberta,"Non-electric kitchen utensils, tableware and cookware",93.3
2020-01-01,Alberta,Clothing and footwear,98.3
2020-01-01,Alberta,Clothing,85.1
2020-01-01,Alberta,Women's clothing,81.9
2020-01-01,Alberta,Men's clothing,91.3
2020-01-01,Alberta,Children's clothing,79.8
2020-01-01,Alberta,Footwear,102.3
2020-01-01,Alberta,"Clothing accessories, watches and jewellery",140.3
2020-01-01,Alberta,"Clothing material, notions and services",163.8
2020-01-01,Alberta,Transportation,146.7
2020-01-01,Alberta,Private transportation,142.7
2020-01-01,Alberta,"Purchase, leasing and rental of passenger vehicles",104.5
2020-01-01,Alberta,Purchase and leasing of passenger vehicles,104.6
2020-01-01,Alberta,Purchase of passenger vehicles,105.6
2020-01-01,Alberta,Operation of passenger vehicles,180.3
2020-01-01,Alberta,Gasoline,143.5
2020-01-01,Alberta,"Passenger vehicle parts, maintenance and repairs",163.3
2020-01-01,Alberta,Other passenger vehicle operating expenses,238.2
2020-01-01,Alberta,Passenger vehicle insurance premiums,251.2
2020-01-01,Alberta,Passenger vehicle registration fees,159.7
2020-01-01,Alberta,Public transportation,174
2020-01-01,Alberta,Local and commuter transportation,170.9
2020-01-01,Alberta,City bus and subway transportation,188.9
2020-01-01,Alberta,Taxi and other local and commuter transportation services,145.4
2020-01-01,Alberta,Inter-city transportation,171.9
2020-01-01,Alberta,Health and personal care,139.9
2020-01-01,Alberta,Health care,147
2020-01-01,Alberta,Health care goods,111.4
2020-01-01,Alberta,Medicinal and pharmaceutical products,109.7
2020-01-01,Alberta,Prescribed medicines (excluding medicinal cannabis),94.3
2020-01-01,Alberta,Non-prescribed medicines,137.5
2020-01-01,Alberta,Health care services,204.4
2020-01-01,Alberta,Personal care,133
2020-01-01,Alberta,Personal care supplies and equipment,108.1
2020-01-01,Alberta,Personal care services,174.4
